,Unnamed: 0,label,tweet,tokens,stem,lemmas,text
50,100,2.0,@LmRajpt @imjadeja Teri maa ka bhosra ..bharve ki aulad ...madarchod...aukat me rahe ..nahi gand phar dunga ..bharve,"['user', 'user', 'teri', 'maa', 'ka', 'bhosra', 'bharve', 'ki', 'aulad', 'madarchodaukat', 'me', 'rahe', 'nahi', 'gand', 'phar', 'dunga', 'bharve']",us us ter maa ka bhosr bharv ki aulad madarchodauk me rah nah gand phar dung bharv,user user teri maa ka bhosra bharve ki aulad madarchodaukat me rahe nahi gand phar dunga bharve,"User, user, your mother's Bhosada Bharave's children are not involved in social media, I will tear my ass
"
51,102,2.0,@BhaiyyaSexy @SatyaSibaSabat1 @taran_adarsh abe madarchod bhagode multi starrer ese to daava me b Naseer ka equal r\xe2\x80\xa6 https://t.co/IDVhjy72V3,"['user', 'user', 'user', 'abe', 'madarchod', 'bhagode', 'multi', 'starrer', 'ese', 'to', 'daava', 'me', 'b', 'naseer', 'ka', 'equal', 'rxe2x80xa6', 'url']",us us us ab madarchod bhagod mult star es to daav me b nas ka eq rxe2x80xa6 url,user user user abe madarchod bhagode multi starrer ese to daava me b naseer ka equal rxe2x80xa6 url,"User User User Abe Madarchod Bhagode Multi starrer like Dawa in Bawa Naseer's Equal Raksi 2x 80x 6 URL
"
52,104,2.0,RT @niralsoni: Madarchod kya chahta hai https://t.co/9fLcKJ4fxI,"['rt', 'user', 'madarchod', 'kya', 'chahta', 'hai', 'url']",rt us madarchod kya chaht hai url,rt user madarchod kya chahta hai url,"What does Rata user madarchod want?
"
53,106,2.0,@ShankhNaad @PetaIndia @ChouhanShivraj Kis madarchod ki he giri hui harkt,"['user', 'user', 'user', 'kis', 'madarchod', 'ki', 'he', 'giri', 'hui', 'harkt']",us us us kis madarchod ki he gir hui harkt,user user user kis madarchod ki he giri hui harkt,"User user user kiss
"
54,108,2.0,@BuddhadevMurum1 @ColorsTV Madarchod shilpa randi rona band kar,"['user', 'user', 'madarchod', 'shilpa', 'randi', 'rona', 'band', 'kar']",us us madarchod shilp rand ron band kar,user user madarchod shilpa randi rona band kar,"User user madarchod shilpa randi stop crying
"
55,110,2.0,"@Shujaatsays Madarchod , bhenchod bsdk bhikhari Jihadi Porkistani \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 aab theek","['user', 'madarchod', 'bhenchod', 'bsdk', 'bhikhari', 'jihadi', 'porkistani', 'xf0x9fx98x81xf0x9fx98x81xf0x9fx98x81', 'aab', 'theek']",us madarchod bhenchod bsdk bhikhar jihad porkistan xf0x9fx98x81xf0x9fx98x81xf0x9fx98x81 aab theek,user madarchod bhenchod bsdk bhikhari jihadi porkistani xf0x9fx98x81xf0x9fx98x81xf0x9fx98x81 aab theek,"User Madarchod Bhenchod Basdak Bhikhari Jihadi Porkistani XFX 9FX 98X 81XXX 9FX 98XX 81XXXXXXXXXXX OK
"
56,112,2.0,@rssurjewala Abe chup chutye ye to congress bhi kar sakti thi  madarchod ahmedabad me aake marunga apna kam kar,"['user', 'abe', 'chup', 'chutye', 'ye', 'to', 'congress', 'bhi', 'kar', 'sakti', 'thi', 'madarchod', 'ahmedabad', 'me', 'aake', 'marunga', 'apna', 'kam', 'kar']",us ab chup chuty ye to congress bhi kar sakt thi madarchod ahmedabad me aak marung apn kam kar,user abe chup chutye ye to congress bhi kar sakti thi madarchod ahmedabad me aake marunga apna kam kar,"Abe now silent, the Congress could have done this even if Madarchod would come to Ahmedabad and die.
"
57,114,2.0,@RavishKumar_ @shuklapinku @rajnathsingh @BSF_India Bhag madarchod,"['user', 'user', 'user', 'user', 'bhag', 'madarchod']",us us us us bhag madarchod,user user user user bhag madarchod,"user user user user bhag madarchod
"
58,116,1.0,Bhak Machod Mullo Ke Abbu  @bewak_sanki543 @milkygaay @Dilli_Ka_Maalik @ArvindKrejriwal @ashu3page @AamAadmiParty\xe2\x80\xa6 https://t.co/K1pRnRhz0V,"['bhak', 'machod', 'mullo', 'ke', 'abbu', 'user', 'user', 'user', 'user', 'user', 'mentionxe2x80xa6', 'url']",bhak machod mullo ke abbu us us us us us mentionxe2x80xa6 url,bhak machod mullo ke abbu user user user user user mentionxe2x80xa6 url,"Abku user of Bhak Machhod Mullo user user user user user mentancy 2x 80x 6 url
"
59,118,1.0,@_R_aHu_L_ @Mk56Kaur bhadwe ki aulad ho tum sale madarchod ki wajah se ye zait failta hai hindu muslim ka bhen ke t\xe2\x80\xa6 https://t.co/nbdEzBGmu1,"['user', 'user', 'bhadwe', 'ki', 'aulad', 'ho', 'tum', 'sale', 'madarchod', 'ki', 'wajah', 'se', 'ye', 'zait', 'failta', 'hai', 'hindu', 'muslim', 'ka', 'bhen', 'ke', 'txe2x80xa6', 'url']",us us bhadw ki aulad ho tum sal madarchod ki wajah se ye zait failt hai hindu muslim ka bhen ke txe2x80xa6 url,user user bhadwe ki aulad ho tum sale madarchod ki wajah se ye zait failta hai hindu muslim ka bhen ke txe2x80xa6 url,"You are the child of the user Bhadve, because you are the mother-in-law, this caste spreads because of the Hindu Muslim.
"
60,120,2.0,Madarchod why did your mom meet @narendramodi in GB Road and get screwed by her. https://t.co/mSfNGZfoI1,"['madarchod', 'why', 'did', 'your', 'mom', 'meet', 'user', 'in', 'gb', 'road', 'and', 'get', 'screwed', 'by', 'her', 'url']",madarchod why did yo mom meet us in gb road and get screwed by her url,madarchod why do your mom meet user in gb road and get screw by her url,"madarchod why do your mom meet user in gb road and get screw by her url
"
61,122,2.0,@_R_aHu_L_ kyu ki ye tere bap ka nay hai tweeter madarchod bhosdike teri ma hogi zopdi wali bhen ke lode nikal yaha\xe2\x80\xa6 https://t.co/Z4jafVFx1w,"['user', 'kyu', 'ki', 'ye', 'tere', 'bap', 'ka', 'nay', 'hai', 'tweeter', 'madarchod', 'bhosdike', 'teri', 'ma', 'hogi', 'zopdi', 'wali', 'bhen', 'ke', 'lode', 'nikal', 'yahaxe2x80xa6', 'url']",us kyu ki ye ter bap ka nay hai tweet madarchod bhosdik ter ma hog zopd wal bhen ke lod nik yahaxe2x80xa6 url,user kyu ki ye tere bap ka nay hai tweeter madarchod bhosdike teri ma hogi zopdi wali bhen ke lode nikal yahaxe2x80xa6 url,"User, why is this your father's tweeter, Madarchod Bhosdike your mother will be a hut sister's load
"
62,124,2.0,@NaamHiKafiHay Terrorist Madarchod humse baat karta hai,"['user', 'terrorist', 'madarchod', 'humse', 'baat', 'karta', 'hai']",us ter madarchod hums baat kart hai,user terrorist madarchod humse baat karta hai,"User Terrorist Madarachod talks to us
"
63,126,2.0,@aajtak @TheHurera Madarchod he SAALA,"['user', 'user', 'madarchod', 'he', 'saala']",us us madarchod he saal,user user madarchod he saala,"User Usher Motherchid He Sala
"
64,128,2.0,@MallikaDua randi ki beti madarchod baaap se chuda moti bhains,"['user', 'randi', 'ki', 'beti', 'madarchod', 'baaap', 'se', 'chuda', 'moti', 'bhains']",us rand ki bet madarchod baaap se chud mot bhain,user randi ki beti madarchod baaap se chuda moti bhains,"Fat buffalo rescued from Madar Chod Baap, daughter of user Randi
"
65,130,2.0,@ikillukillwekil @Kalpeshco1 @sardanarohit Madarchod chutiya tum ho sale,"['user', 'user', 'user', 'madarchod', 'chutiya', 'tum', 'ho', 'sale']",us us us madarchod chutiy tum ho sal,user user user madarchod chutiya tum ho sale,"User user user madarchod pussy
"
66,132,2.0,Katra hotel owners madarchod hote hain,"['katra', 'hotel', 'owners', 'madarchod', 'hote', 'hain']",katr hotel own madarchod hot hain,katra hotel owners madarchod hote hain,"Katra Hotel Owners are Madarachod
"
67,134,2.0,@sanjivbhatt teri ammi ko @ShatruganSinha se chudwa madarchod minus minus plus hota hai dimaag thikaney aajaye kahi\xe2\x80\xa6 https://t.co/kE2ZjNv1FL,"['user', 'teri', 'ammi', 'ko', 'user', 'se', 'chudwa', 'madarchod', 'minus', 'minus', 'plus', 'hota', 'hai', 'dimaag', 'thikaney', 'aajaye', 'kahixe2x80xa6', 'url']",us ter amm ko us se chudw madarchod min min plu hot hai dima thikaney aajay kahixe2x80xa6 url,user teri ammi ko user se chudwa madarchod minus minus plus hota hai dimaag thikaney aajaye kahixe2x80xa6 url,"User is your mother, get rid of the user, it is minus minus plus
"
68,136,2.0,@futbolpogs Narad muni Hai Madarchod,"['user', 'narad', 'muni', 'hai', 'madarchod']",us narad mun hai madarchod,user narad muni hai madarchod,"User Narada Muni is Madarachod
"
69,138,2.0,@RoflGandhi_ @Maddy_Shaab @sambitswaraj MADARCHOD KARAMFOOT GAANDU father of Congress..,"['user', 'user', 'user', 'madarchod', 'karamfoot', 'gaandu', 'father', 'of', 'congress']",us us us madarchod karamfoot gaandu fath of congress,user user user madarchod karamfoot gaandu father of congress,"user user user madarchod karamfoot gaandu father of congress
"
70,140,2.0,"@KRKActor1 abe Behsaram madarchod madarjaat tu abhi tak mara nahi, tu to suiside karne waala tha kutte harami madarchoddddddddddddddd???????","['user', 'abe', 'behsaram', 'madarchod', 'madarjaat', 'tu', 'abhi', 'tak', 'mara', 'nahi', 'tu', 'to', 'suiside', 'karne', 'waala', 'tha', 'kutte', 'harami', 'madarchoddddddddddddddd']",us ab behsaram madarchod madarja tu abh tak mar nah tu to suisid karn waal tha kut haram madarchodddddddddddddd,user abe behsaram madarchod madarjaat tu abhi tak mara nahi tu to suiside karne waala tha kutte harami madarchoddddddddddddddd,"user abe behsaram madarchod madarjaat tu abhi tak mara nahi tu to suiside karne waala tha kutte harami madarchoddddddddddddddddd
"
71,142,2.0,"RT @ShrrinG: When any Virtue Signalling Chutiya comes to your TL, grab his collar and say They are not playing by any rules .. saala baap ko sikhata hai t's a FUCKI\xe2\x80\xa6","['rt', 'user', 'when', 'any', 'virtue', 'signalling', 'chutiya', 'comes', 'to', 'your', 'tl', 'grab', 'his', 'collar', 'and', 'say', 'they', 'are', 'not', 'playing', 'by', 'any', 'rules', 'saala', 'baap', 'ko', 'sikhata', 'hai', 'ts', 'a', 'fuckixe2x80xa6']",rt us when any virtu signal chutiy com to yo tl grab his coll and say they ar not play by any rul saal baap ko sikhat hai ts a fuckixe2x80xa6,rt user when any virtue signal chutiya come to your tl grab his collar and say they be not play by any rule saala baap ko sikhata hai ts a fuckixe2x80xa6,"rt user when any virtue signal chutiya come to your tl grab his collar and say they be not play by any rule saala baap ko sikhata hai ts a fuckixe2x80xa6
"
72,144,2.0,Sab madarchod Neta hai.sb..,"['sab', 'madarchod', 'neta', 'haisb']",sab madarchod net haisb,sab madarchod neta haisb,"All Madarchod leaders are all
"
73,146,2.0,@narendramodi177 @narendramodi arrey madarchod ky bacchey terko inko congrates karney ka time hain but ek tweet kar\xe2\x80\xa6 https://t.co/fza9YOu96m,"['user', 'user', 'arrey', 'madarchod', 'ky', 'bacchey', 'terko', 'inko', 'congrates', 'karney', 'ka', 'time', 'hain', 'but', 'ek', 'tweet', 'karxe2x80xa6', 'url']",us us arrey madarchod ky bacchey terko inko congr karney ka tim hain but ek tweet karxe2x80xa6 url,user user arrey madarchod ky bacchey terko inko congrates karney ka time hain but ek tweet karxe2x80xa6 url,"User User Hey Madarchod's baby girl Terco is the time to combine these, but a tweet, 2, 80, 6 URLs
"
74,148,2.0,@Beingdaring1 @mannkakhiladi @_EternalSalman_ Chal is baat me tu Zaira waseem ki Tatti kha le hutiye...WARNA ek baa\xe2\x80\xa6 https://t.co/AyEdxdA7j3,"['user', 'user', 'user', 'chal', 'is', 'baat', 'me', 'tu', 'zaira', 'waseem', 'ki', 'tatti', 'kha', 'le', 'hutiyewarna', 'ek', 'baaxe2x80xa6', 'url']",us us us chal is baat me tu zair waseem ki tatt kha le hutiyewarn ek baaxe2x80xa6 url,user user user chal be baat me tu zaira waseem ki tatti kha le hutiyewarna ek baaxe2x80xa6 url,"User user user chal baye baat me tu zaira wasim ki khuti hautiaverna a box 2x 80x 6 URL
"
75,150,2.0,Madarchod https://t.co/9fLcKJ4fxI teri kon sunega,"['madarchod', 'url', 'teri', 'kon', 'sunega']",madarchod url ter kon suneg,madarchod url teri kon sunega,"Madarchod url your kaunnega
"
76,152,1.0,@NaamHiKafiHay Teri maa Randi Madarchod Saale Pakistani,"['user', 'teri', 'maa', 'randi', 'madarchod', 'saale', 'pakistani']",us ter maa rand madarchod saal pakistan,user teri maa randi madarchod saale pakistani,"User Teri Ma Randi Motherchid Salle Pakistani
"
77,154,2.0,@gautamrockzzzzz @BiggBoss Madarchod.. Tera ghar ka nahi khati hai voh chutiye..,"['user', 'user', 'madarchod', 'tera', 'ghar', 'ka', 'nahi', 'khati', 'hai', 'voh', 'chutiye']",us us madarchod ter ghar ka nah khat hai voh chutiy,user user madarchod tera ghar ka nahi khati hai voh chutiye,"User user madarchod tera ghar ka ehon wahh pussy
"
78,156,2.0,@KyaUkhaadLega I m agree with you.. Behanchod madarchod log h bhosdi wali log.. Gali se hi baat smjjhane kaa \xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c\xf0\x9f\x91\x8c,"['user', 'i', 'm', 'agree', 'with', 'you', 'behanchod', 'madarchod', 'log', 'h', 'bhosdi', 'wali', 'log', 'gali', 'se', 'hi', 'baat', 'smjjhane', 'kaa', 'xf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8c']",us i m agr with you behanchod madarchod log h bhosd wal log gal se hi baat smjjhane kaa xf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8c,user i m agree with you behanchod madarchod log h bhosdi wali log gali se hi baat smjjhane kaa xf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8c,"user i m agree with you behanchod madarchod log h bhosdi wali log gali se hi baat smjjhane kaa xf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8cxf0x9fx91x8c
"
79,158,2.0,@arunl97 @aipatel_55 @ManavDoshi2002 @INCIndia @FitchRatings madarchod choro hindustan chodo,"['user', 'user', 'user', 'user', 'user', 'madarchod', 'choro', 'hindustan', 'chodo']",us us us us us madarchod choro hindust chodo,user user user user user madarchod choro hindustan chodo,"User user user user user madarchod choro leave hindustan
"
80,160,2.0,@dasraghubar madarchod tum vote ke liye apne bet I  tak ki dalali kar sake ho,"['user', 'madarchod', 'tum', 'vote', 'ke', 'liye', 'apne', 'bet', 'i', 'tak', 'ki', 'dalali', 'kar', 'sake', 'ho']",us madarchod tum vot ke liy apn bet i tak ki dalal kar sak ho,user madarchod tum vote ke liye apne bet i tak ki dalali kar sake ho,"User Madarchod you can broker your daughter to vote
"
81,162,0.0,@mukkigirl @MulloKeAbbu @bewak_sanki543 @milkygaay @Dilli_Ka_Maalik @ArvindKrejriwal @ashu3page @AamAadmiParty @AmMi @laudeya @madarchod Ok,"['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'ok']",us us us us us us us us us us us ok,user user user user user user user user user user user ok,"user user user user user user user user user user user ok
"
82,164,0.0,RT @Bhak_Machod: @mukkigirl @MulloKeAbbu @bewak_sanki543 @milkygaay @Dilli_Ka_Maalik @ArvindKrejriwal @ashu3page @AamAadmiParty @AmMi @laud\xe2\x80\xa6,"['rt', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'mentionxe2x80xa6']",rt us us us us us us us us us us mentionxe2x80xa6,rt user user user user user user user user user user mentionxe2x80xa6,"rt user user user user user user user user user user mentionxe2x80xa6
"
83,166,2.0,@karanjohar @AnushkaSharma @imVkohli Tu madarchod haii...... Dosti ke namm par Sala dhoka deta hai,"['user', 'user', 'user', 'tu', 'madarchod', 'haii', 'dosti', 'ke', 'namm', 'par', 'sala', 'dhoka', 'deta', 'hai']",us us us tu madarchod hai dost ke nam par sal dhok det hai,user user user tu madarchod haii dosti ke namm par sala dhoka deta hai,"User user user tu madarchod, it is the deception of friendship
"
84,168,2.0,Madarchod fawad ko toh try ball khelaya gya tha. Usey hi tum log first inning samjh liye. Grow up morons. Bhabhi se\xe2\x80\xa6 https://t.co/nTLmvxswmM,"['madarchod', 'fawad', 'ko', 'toh', 'try', 'ball', 'khelaya', 'gya', 'tha', 'usey', 'hi', 'tum', 'log', 'first', 'inning', 'samjh', 'liye', 'grow', 'up', 'morons', 'bhabhi', 'sexe2x80xa6', 'url']",madarchod fawad ko toh try bal khelay gya tha usey hi tum log first in samjh liy grow up moron bhabh sexe2x80xa6 url,madarchod fawad ko toh try ball khelaya gya tha usey hi tum log first inning samjh liye grow up morons bhabhi sexe2x80xa6 url,"Madarachod Fawad was played toh taray ball, he is the first inning understanding for you, up sub mohan bhabhi sexy 2 x 80 x 6 url
"
85,170,2.0,"@yuva_raj3091 @Ranidreams @ROMI13343316 Ye bahenchod, achhe khase Lund ko bekar karenge... itna bada risk le rahe hain...","['user', 'user', 'user', 'ye', 'bahenchod', 'achhe', 'khase', 'lund', 'ko', 'bekar', 'karenge', 'itna', 'bada', 'risk', 'le', 'rahe', 'hain']",us us us ye bahenchod achh khas lund ko bek kareng itn bad risk le rah hain,user user user ye bahenchod achhe khase lund ko bekar karenge itna bada risk le rahe hain,"User, user, user, these sisters, they will useless Lund, are taking such a big risk.
"
86,172,2.0,RT @is_enticing: kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.,"['rt', 'user', 'kya', 'zindagi', 'h', 'yaar', 'bahenchod', 'ndimag', 'khrb', 'ng', 'm', 'sb', 'k', 'sb', 'ngood', 'night']",rt us kya zindag h ya bahenchod ndim khrb ng m sb k sb ngood night,rt user kya zindagi h yaar bahenchod ndimag khrb ng m sb k sb ngood night,"Rata user kya zindagi hai yaar bahnchod nadiamag kharbing ki sab sab nagood night
"
87,174,2.0,RT @lil_unsteady: Ladke wale: kya karti hai aapki beti?\nLadki k papa: Twitter par logo ko bahenchod bolkar gender equality me apna yogdan d\xe2\x80\xa6,"['rt', 'user', 'ladke', 'wale', 'kya', 'karti', 'hai', 'aapki', 'betinladki', 'k', 'papa', 'twitter', 'par', 'logo', 'ko', 'bahenchod', 'bolkar', 'gender', 'equality', 'me', 'apna', 'yogdan', 'dxe2x80xa6']",rt us ladk wal kya kart hai aapk betinladk k pap twit par logo ko bahenchod bolk gend eq me apn yogd dxe2x80xa6,rt user ladke wale kya karti hai aapki betinladki k papa twitter par logo ko bahenchod bolkar gender equality me apna yogdan dxe2x80xa6,"What do you do with your fellow boys
"
88,176,2.0,kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.,"['kya', 'zindagi', 'h', 'yaar', 'bahenchod', 'ndimag', 'khrb', 'ng', 'm', 'sb', 'k', 'sb', 'ngood', 'night']",kya zindag h ya bahenchod ndim khrb ng m sb k sb ngood night,kya zindagi h yaar bahenchod ndimag khrb ng m sb k sb ngood night,"What is the life of all sister in river river Kharbang
"
89,178,2.0,RT @AditShinde2: @BenafshaSoona Abe Bahenchod kuch To Sharam Kar San Be Dekha Hai \n\n#FixedWinnerShilpa,"['rt', 'user', 'user', 'abe', 'bahenchod', 'kuch', 'to', 'sharam', 'kar', 'san', 'be', 'dekha', 'hai', 'nnhashtag']",rt us us ab bahenchod kuch to sharam kar san be dekh hai nnhashtag,rt user user abe bahenchod kuch to sharam kar san be dekha hai nnhashtag,"Rat user user Abe sister
"
90,180,0.0,RT @dilwala_SRK: @ISrkfanOnly @SRKsRider @SRKswarrior1 @being_tiger_ HNY k time pe 15000 kamaya tha maine..is baar payment nahi de rahe hai\xe2\x80\xa6,"['rt', 'user', 'user', 'user', 'user', 'user', 'hny', 'k', 'time', 'pe', 'fifteen thousand', 'kamaya', 'tha', 'maineis', 'baar', 'payment', 'nahi', 'de', 'rahe', 'haixe2x80xa6']",rt us us us us us hny k tim pe fifteen thousand kamay tha main baar pay nah de rah haixe2x80xa6,rt user user user user user hny k time pe fifteen thousand kamaya tha maineis baar payment nahi de rahe haixe2x80xa6,"RATE USER USER USER USER USER HAVE EARNED FIFTY THOUSAND ON TIME
"
